#NAME,CDd1,CDd2,CDd3,GIDd1,GIDd2,GIDd3,CPa1,CPa2,CPa3,GIPa1,GIPa2,GIPa3,DPa1,DPa2,DPa3,PPa1,PPa2,PPa3,CSp1,CSp2,CSp3,GISp1,GISp2,GISp3,DSp1,DSp2,DSp3,PSp1,PSp2,PSp3
11-cis-retinal,645106.0118,2405328.442,1797175.848,576498.4161,230496.5913,456301.5542,8488.512787,8800.104251,11661.33993,12885.45104,14071.07147,10534.1903,8411.633903,9743.38021,6176.076606,15025.26031,15504.12962,16592.74819,8354.452603,7169.378323,9006.764471,14862.52004,14172.30767,14176.83338,7976.232641,12080.05988,8773.058128,8976.126188,15823.51787,14960.39399
12-Oxo phytodienoic acid,4830440.068,5522791.948,1759604.923,115132.8903,115238.3627,180363.8854,35579.21504,45238.28841,149658.1843,136558.2546,31558.19227,143929.7548,48209.44582,54612.48263,52258.44668,308677.4188,79129.80912,170421.8919,325500.6078,683676.1584,512253.1415,1150863.687,852203.0013,419877.9976,66406.20246,1109287.162,816563.919,1137047.252,1996018.81,162434.9117
13(S)-HOTrE,1489134.819,2179108.709,1108510.699,132670.0798,71546.51071,357768.6989,84458.71848,65980.06801,115258.3898,83275.35365,79637.04035,85761.47226,67793.27256,37917.59051,69986.04135,99760.31685,133217.7037,383582.8949,256570.9864,471801.2653,1667445.434,2147758.093,2452975.119,1451026.898,148434.0986,1963505.127,1918947.111,1148280.159,3543629.567,427624.1626
13-beta-D-Glucosyloxydocosanoate,7708.989956,14461.58334,16507.37443,6306.078118,4511.020406,7706.919002,10523.04955,9528.921504,6827.911339,6941.697279,6923.660961,6673.317884,5313.803173,6034.949236,5726.973607,15934.15174,9571.732616,210527.7772,4327.215629,3534.415599,4419.548126,9479.172545,9458.221229,8948.951639,6275.815652,6643.024935,5473.351161,6690.098586,8990.61283,2056711.348
16-Methoxy-2_3-dihydro-3-hydroxytabersonine,635610.0144,1795956.028,122045.7484,91687.23635,44386.91182,652908.1624,65810.05877,283690.9113,119716.1446,298535.8402,279927.2087,246646.0679,391736.4122,562537.1218,44805.09351,297308.5779,213780.4552,241767.3121,52150.3763,45204.54524,159467.2603,41098.88894,468018.3506,27155.31654,458420.7421,237390.4022,396251.7602,505960.7202,542788.7922,498603.8973
1-deoxynojirimycin,275852.0293,256260.4298,164144.8133,61068.19908,154831.9653,176218.1507,151185.2055,111218.7724,17815.95842,109751.074,171046.6633,116700.8178,142522.0141,36186.51154,29205.19784,457027.6043,460279.7257,407720.8403,134881.3337,41627.2629,24732.06387,123809.9947,438217.0029,461426.0295,33440.19917,101407.794,111216.779,81188.48731,117230.8525,107613.138
1'-Hydroxytorulene,21535.95677,123318.5057,9765.530261,3316.066871,32956.64078,16354.35308,3933.700934,4568.094832,3237.003238,4141.842069,3179.603817,2953.851935,3361.266352,3998.017103,2540.640138,7971.696257,5610.171777,5637.899904,2549.72285,2606.056036,2659.224643,7580.943216,7312.228912,6591.414218,3209.394384,3755.643195,3031.297647,4328.610437,3532.257847,3318.5621
1-Methyladenine,257287.2648,90897.85502,15078.57265,26043.19046,66812.2796,19328.85639,24352.86769,20585.70709,13547.2075,56942.41602,21348.35286,15191.01494,63961.8516,32696.29666,37880.553,395268.8066,311140.382,205449.401,21665.22239,19856.71786,17799.76147,788463.3645,643049.5903,399261.3707,5980.238324,25580.16375,40923.08639,28784.95205,54594.3164,32649.19848
1-Methyladenosine,38553.01115,40991.59532,22115.8354,13051.79092,17128.77808,20038.74913,13347.57715,8649.473578,5898.927887,14076.38153,9422.747995,13908.67654,18970.18625,16071.59365,10850.43847,63413.75902,57704.37568,163117.0901,3766.816344,6804.198689,5349.152013,73605.16089,77863.13655,15913.41528,7071.580404,229414.0084,208944.7703,9098.865621,18784.4091,12958.62512
1-Methylguanine,17227.45106,15090.61806,3724.669487,821.9622013,318.0734811,1040.029257,20364.0013,494.9888535,321.9372812,3285.559604,717.5019283,1264.729417,325.7464022,544.3238512,696.399361,23928.45922,31593.78202,222733.8589,2321.048327,1457.536806,696.9990856,172686.4156,17119.47222,139972.28,355.5720809,1057.172178,1929.610664,1222.853823,2071.044721,1664.467226
1-Phenylethylamine,602260.6965,3913412.193,501550.9011,161806.1758,1339356.781,509602.1443,110921.8871,172483.2339,8531.832954,164155.374,348501.7721,155499.2174,122957.5427,79739.02155,62804.43475,2152354.011,2393402.794,26228299.24,35468.30097,12927.0941,35904.51828,2287234.537,500908.2632,894831.9101,217324.8123,350806.5856,181263.0862,86312.6475,192978.0834,3241188.437
2-(2'-methylthio)ethylmalic-acid,4709.381246,2313.61774,1650.027962,3605.87234,2523.36674,5441.519612,32206.59117,18340.16629,32850.69089,21340.88462,28795.46212,65193.20052,15599.14386,13935.40253,21193.993,34909.73974,7903.442057,58157.18047,2179.878955,1730.341956,3796.266129,24714.34338,14994.52215,11897.52648,3861.524946,6214.352165,6438.7931,5881.745754,6546.778536,11535.58001
2-(3'-methylthio)propylmalate,12973.7947,82985.62036,71521.29021,86888.47113,63377.98625,32343.66809,26988.63664,6500.273552,15380.60905,10879.89995,61004.94802,7095.577488,52697.18481,16286.58536,2593.780733,72276.45667,111767.3955,92219.88279,32531.75371,9251.988021,9695.60569,127088.1477,160856.6091,2427509.89,18760.18157,24813.76961,43766.9411,12880.04791,7032.505858,19946.02345
2-(4-Hydroxyphenyl)ethanol(Tyrosol),3933046.338,2026735.687,302825.1324,606005.4271,338195.7735,628502.4705,300940.7795,165873.3357,77264.59739,117752.8542,29073.84786,290472.3447,376489.2714,297985.2491,229141.3333,21049009.73,18484843.56,4316923.181,64986.21909,85023.55241,187420.8395,15507995.1,14235866.69,11394608.33,192816.2717,119461.7772,392968.8959,68149.81692,633393.7422,390214.8696
2_4-Dihydroxypteridine,671899.5793,119404.5334,103971.6308,15044.6502,22198.3181,2457.098736,396.4663185,585.2247345,285.1421021,1515.68292,341.7207054,413.095637,5948.646389,646.9323699,566.545539,148166.9793,117580.2719,141956.9987,1514.647615,913.7808912,775.7028485,47098.25145,110082.754,191709.585,17704.12578,26459.56625,1861.618181,3684.69372,10422.85382,1806.198362
2_6-Di-tert-butylbenzoquinone,1168268.235,397477.4256,303676.33,258083.1334,117816.3473,368004.7693,34899.93129,79412.60543,26158.3767,73940.9721,107003.119,30117.97868,117486.9396,156719.6269,25090.23108,231534.1666,293997.1622,79286.37704,11093.33773,85417.50334,26347.85968,293588.2627,199418.8879,244936.5346,51777.7537,156352.6988,126609.4168,70652.73592,213831.9943,94233.32052
"2-Amino-1,3,4-octadecanetriol",319591.4738,419903.0129,146508.988,643251.2048,637142.1463,3749088.797,217459.4263,902432.7409,856797.8961,629341.0889,265923.2301,113928.6645,892085.3566,446390.0171,315503.0412,544764.2344,570255.443,187393.2525,112373.2031,359395.6709,142507.9271,634155.7002,722904.782,563930.1869,447379.5045,258355.2576,267983.3898,951687.9145,871265.8103,539076.6936
2-Aminoacetophenone;O-Acetylaniline,128753.7784,51761.94429,32222.95755,27846.17879,22923.71234,23467.37445,23329.31205,35125.43643,5021.882789,28924.68889,23659.80915,33462.49169,25940.39159,7917.528246,10111.86423,327439.5716,432942.3521,450000.7131,6903.73369,10222.53103,7441.650359,480079.3574,440883.399,835258.0094,26106.91636,23592.9527,24372.63787,10145.62932,16802.95851,7572.301632
2-Deamino-2-hydroxy-6-dehydroparomamine,185635.6664,163114.4583,519466.6977,99305.49258,85721.38942,33194.84585,39097.55936,47530.50204,15354.06273,83821.74604,36628.38233,86569.90879,47663.70875,45215.69598,44960.19901,175338.6422,195708.8548,157481.5949,15351.78608,29322.78067,93198.29821,166054.2516,214437.9924,240490.3478,36930.71139,135316.3734,95241.19411,59302.9539,145969.6803,190542.2984
2-Dimethylallyl-(6aS_11aS)-3_6a_9-trihydroxypterocarpan,7838670.163,4820560.118,3236609.741,3256493.713,2769211.732,1936412.378,1123448.098,356829.5756,255444.5264,1078880.836,1732434.485,1663632.942,966115.5478,892599.2653,840656.3611,18558530.18,9723445.636,12780188.36,200951.4006,433284.2393,232758.4578,15981012.14,18329734.62,14402592.01,559487.1366,1545218.368,1858407.004,1455903.972,1137641.713,3084671.63
2-Heptyl-4-hydroxyquinoline-N-oxide,3831415.156,4484599.863,2299150.818,4596188.993,2246722.271,3746611.942,1122704.156,1213254.41,621025.813,1309354.953,1192314.287,1994137.695,2712012.199,2089771.521,1543273.081,6676964.376,4083534.403,5093240.03,319745.579,518034.3365,785493.7458,4995039.689,4048919.353,5383142.036,1328236.654,3621718.245,3466538.544,1837992.435,931201.4754,2176354.814
2-Hydroxy-2-methylbutyronitrile,41436008.69,11645259.9,2996050.442,284446.4015,153371.3884,28623.14425,420582.1295,403440.1906,149674.2318,210137.1108,264423.9617,332029.3101,302885.615,81810.02154,152311.2066,59673456.17,75651850.27,100915914,246952.3971,233973.1492,94199.54409,50701452.37,57849537.6,8526286.353,2469540.147,396606.4117,2065142.51,119431.0918,85319.78665,50147.82896
2-MethylpropanalO-methyloxime,309355.8487,232192.77,197160.9209,192719.5035,196650.0202,151497.5655,148772.6083,135066.9472,117201.1844,122836.0993,88549.72306,121812.2813,130738.535,72144.77222,62574.67348,392255.6219,476935.701,489519.9222,123389.0448,85803.90703,21466.38818,421990.0752,128694.0302,4974697.408,39338.83175,167334.6176,134173.0527,91103.35868,88172.44936,139465.1786
2-Oxooctadecanoicacid,47229.16342,65054.66039,31596.20604,36049.45443,27143.27423,27700.95477,21004.82174,22303.18223,17639.9009,27990.20303,24909.28897,25291.36834,26679.75731,32444.36246,20288.63255,33933.90183,51772.5126,51932.98165,24120.6182,24485.95075,35837.37558,434337.755,463507.0672,349186.3737,18175.07043,37802.14601,20779.09244,26039.24075,46599.922,36935.10986
2-Oxovalericacid,89810.24403,27770.42919,14206.79125,13222.33544,12130.39589,17470.42735,14083.13827,7497.821795,1498.45871,8578.527166,2760.011475,14240.11236,4078.62305,5589.878768,12588.0556,192973.126,119284.3905,70893.30123,21060.86652,8481.287255,7481.239545,212958.9411,168723.4714,147431.6708,12615.57875,13225.62037,11593.56027,20802.37486,35622.19623,14710.26492
2-Phenylethanol,2083146.691,8748172.416,1389519.019,2394384.802,576009.833,1801886.489,768399.7952,1732885.273,154902.7147,852809.1313,1466713.238,269377.3048,1911876.415,1719742.647,1105079.075,5143759.674,4004813.733,904835.7927,91872.06019,788241.5835,537507.8207,1942001.993,885048.4793,1680027.868,732802.9799,1847003.973,1979946.129,1297220.783,423473.1444,465176.3914
3_6-Nonadienal,287150.3531,497815.8526,570026.407,60704.06119,728131.2638,532548.1332,255913.2356,193958.4947,121828.533,202505.8661,452391.1418,198694.0329,594737.5239,247437.5698,243367.5607,1273462.841,498045.6761,1269877.382,21866.79945,287439.6316,319127.3593,929795.0894,1056073.953,976371.2848,117979.8862,566574.348,503740.24,420861.582,675982.1207,529036.1025
3alpha_11beta-Dihydroxy-5alpha-androstane-17-one,419796.3049,700467.5709,225654.2853,41127.60222,63241.52951,47338.31428,51749.21341,29114.77408,59353.80998,95152.01802,85931.38527,64888.30687,50784.60186,103559.8318,105219.4993,732019.8171,682774.281,1065604.767,7143.40462,10787.1783,20768.13507,188286.6686,282247.8498,290542.451,47732.37131,39346.94701,34047.56436,187426.0514,270703.4848,228480.7929
3alpha-Hydroxy-5beta-cholanate,108993.3057,127197.9961,82935.96874,17574.2125,58597.29238,4503.398729,3870.789703,3636.031645,4534.279785,9084.549587,6449.063905,7110.133545,4217.356432,8960.407252,2736.694954,10722.42575,12630.11521,25470.01616,3986.334298,5369.979371,7738.27547,9824.959454,7081.072034,5876.025415,5264.693989,5048.297304,3937.960272,4325.474414,10775.97949,9938.583758
3-Amino-2-Oxazolidinone (AOZ),65789.12245,57023.33903,10897.97345,15450.11574,8203.649446,7346.451619,9543.101838,6915.787012,6187.140453,11855.29306,9598.662397,9942.961303,10152.35433,11383.52757,11405.11786,641754.9228,884592.2637,169627.8072,4357.549131,5326.06935,5277.899131,943331.9916,896789.139,1186830.382,7438.131478,10509.01448,6339.962933,5957.608581,24926.92839,21355.58323
3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate,6521.438989,11923.07429,6210.900668,5673.481413,5004.761257,4461.073126,4410.699912,4454.098819,4347.591162,4597.681116,4579.868256,5757.342031,4230.176153,4549.121376,4698.392814,9269.795157,7771.536238,8655.185557,6775.485367,3033.685582,3135.139849,8809.404595,8061.939393,8103.978137,11281.15433,4960.894109,4026.047081,10975.03466,107394.7376,7208.724573
3-Carboxy-1-methylpyridinium;N-Methylnicotinicacid,30401.93419,39616.22284,31964.48692,12325.55298,15532.18396,21835.56318,1027009.507,2585534.085,1092961.877,103185.0371,2629320.343,1155849.494,10351.72722,20404.77922,17647.98888,266466.5637,142255.1175,66291.56703,79738.07351,206709.5769,23375.31516,53818.63232,48481.60466,42409.87235,9685.080785,12374.95669,14235.55055,18478.18079,19621.26421,37823.97287
3-Dimethylallyl-4-hydroxymandelate,3829208.069,3063693.22,2251638.873,2373128.545,2615608.024,2065472.408,578955.2527,705112.0832,467165.6015,340202.7392,582004.4789,1191053.4,2036964.033,1544064.275,687928.5573,7993620.02,2173854.091,4922809.74,353934.9754,529628.4907,225081.6645,3904670.682,4427903.61,4333555.601,722595.222,1836136.042,1488169.664,1239224.377,433656.8146,1447303.92
3-Epihydroxy-2'-deoxymugineicacid,235973.7834,124405.6105,97602.0929,24116.80687,16276.08367,35267.18497,115172.6549,25918.6324,54171.32243,18419.48049,33905.21356,8613.222078,30097.14281,23769.92286,26672.86617,237819.0668,22390.86757,581232.4063,8052.089211,47059.68623,52397.10711,43103.50066,21167.76284,135766.1927,16782.18353,616093.7592,79124.3843,171873.7175,1058938.581,1641364.378
3-Hydroxy-2-methyl-4-pyrone,1133520.622,746031.2712,452650.2159,287697.6717,431344.3136,252918.1306,9227.002372,5527.715104,4565.866676,38391.25751,37650.3169,25694.41977,224090.3823,24185.40694,38182.60243,809042.7484,1250689.116,336180.7497,11575.87082,3100.50398,1447.163732,1116748.196,1281459.578,137504.5551,221508.7121,221490.0011,136175.8378,22996.71658,143622.1296,104409.4896
3-Hydroxy-4-methylanthranilate,2139143.793,1990365.896,1203420.618,965669.2781,998378.2969,769157.3323,267995.9213,265857.0834,187260.9831,192587.9995,625585.2826,311870.7693,550222.5201,392232.7714,425908.3792,2303558.942,3009437.693,2123523.073,58481.31696,122562.0904,295301.2751,1876187.264,2068657.723,1731841.959,192649.6683,581934.974,471722.3201,267107.5674,30908.38587,566328.3461
3-Hydroxy-L-proline,129262.7521,2988938.048,405294.5015,144162.5907,107134.5546,1490519.572,54009.03085,161037.7102,274022.3795,1163716.387,132613.3042,182349.9234,76457.20284,335748.5049,1243480.886,287583.589,62527.01296,3758243.768,302577.9718,207516.7581,141185.3126,7582118.601,6875927.616,7376257.336,159286.1965,313571.2636,34559.39508,100223.7258,3217053.959,55184.01501
3-Hydroxypropenoate,203826.1743,67642.1135,224338.6458,7417.591557,16792.49956,17895.97126,7774.481963,4788.54077,4581.413784,5523.098865,7309.342776,10432.16392,9702.647903,9682.742123,17043.4882,113485.3623,134099.4232,90721.59767,9703.983855,17271.86343,8088.968827,176405.5612,13494.27852,44998.92669,5192.828174,145263.8745,116368.4981,15738.28737,107355.4539,99075.68317
3-Methoxytyramine,225755.8313,152932.7722,175854.5736,146249.0501,143614.8367,3985.807545,63829.32273,34961.58472,17817.52968,84447.59286,80575.23443,53802.26422,115030.4878,89203.66376,76813.26576,318808.8151,162308.4997,255622.8498,9711.13405,30241.2855,24430.93958,123794.9457,92724.14929,13807.10185,56950.25932,153500.6681,52343.6604,67382.97105,141475.3886,235932.194
3-Methylbut-2-enal,535976.7051,409212.8918,180507.9477,194435.3936,187329.2743,121755.0698,155760.7363,44771.17783,46840.25965,158223.1286,76507.14598,40157.97374,353574.6132,250980.1933,38100.09368,705232.0995,635155.127,705387.5675,40847.82228,89811.66368,37134.73917,376327.1416,324951.465,127698.6566,92471.4589,392390.6955,223787.6545,76918.70066,3566193.831,1378539.409
3-Ureidoisobutyrate,43098.86395,4727.084595,1138.550829,1643.035678,940.6794177,3285.944664,3142.686833,2427.347236,1206.494966,2696.34122,1459.84109,861.4309245,1675.242109,766.7668106,3224.244274,42428.43017,67540.3968,673555.4861,1598.057913,335.8366123,2235.718554,121304.0378,169451.2041,101812.241,589.124689,4403.027146,1372.013622,2132.512199,11051.85379,3529.128519
4-Acetamidobutanoic acid,23518.80017,724044.6737,675696.1085,23715.64822,497365.3051,497484.9669,323142.6959,380788.2589,21436.91096,37704.15218,465048.2667,34039.67535,40591.23753,301415.7584,27979.52715,1395293.534,176390.6382,1373867.497,332917.372,232273.2202,18314.11742,1316138.697,1485148.178,6411117.828,59820.62991,320109.8449,377738.9888,21858.64617,185713.9443,442927.1073
4-Amino-5-hydroxymethyl-2-methylpyrimidine,5275.210589,1059.410712,115.6008003,81.58415229,79.26900489,419.2094744,66.86925384,50.14993332,46.01815788,414.3473329,121.1956085,175.8465176,55.79965169,51.87003713,118.9694518,12339.26107,7014.880962,3614.257136,193.1030807,285.2513511,105.3387592,162470.3892,149296.3006,32759.55772,187.7023802,2165.789576,67.70350356,906.7670591,1000.587113,184.7382954
4-Coumarylalcohol,39206.88984,19203.79739,55202.36208,37016.86924,40254.4262,60980.69203,7182.353537,54440.92709,5233.407208,54951.77898,10262.78557,12373.15922,33704.1932,5334.88197,24542.0568,284837.96,163874.4992,533335.7867,16210.50061,12451.45995,8326.281193,174751.3851,19511.39015,134524.0407,4597.693436,81734.25285,10920.79876,42453.36893,235724.6965,247570.2158
4-Guanidinobutanal,75494.06843,38025.39338,5982.607494,9501.978853,14279.534,19615.08475,1469.398244,2230.229954,1935.178849,2700.196291,1530.707415,3053.526601,1967.84014,2841.103806,2757.6049,87307.01668,251962.0808,68829.21408,5368.161376,1345.897969,2158.261574,597725.6637,714022.2703,640042.6413,16954.7921,384685.31,22957.85866,6226.991507,14572.21895,16211.93806
4-Guanidinobutanamide,163597.8285,45869.41701,3557.632502,240.060239,326.4345648,607.1044341,4899.125932,1067.492785,830.3721874,3017.505775,2139.11132,1148.302165,299.4482761,304.0149167,215.9283809,1489295.976,273709.6327,293330.2642,4243.75037,882.7419658,3212.543262,95746.69919,107960.9617,151224.708,1789.640083,20757.98977,6363.589137,1597.911815,124867.6814,3655.010214
4-Guanidinobutanoate,94003.04986,8313.966444,10662.18033,6254.643666,3190.881087,1316.953324,2022.792689,997.9940283,994.924504,3038.417968,1918.213983,2725.132304,1900.851327,534.0480875,599.8628188,123266.5957,254893.4597,1652608.604,2939.06377,1845.628791,1497.505491,1503951.344,929144.8622,1519586.765,3038.971764,64062.48418,164284.2456,4338.113234,3539.23693,4564.481137
4-Hydroxycinnamoylmethane,246169.5433,193019.0945,55350.121,55519.39531,106559.9249,133273.9146,102463.0509,80209.22508,16922.84416,100637.9861,112104.0427,150902.6614,104033.2932,68186.87458,37239.69787,261716.5515,191386.2901,233584.2538,79830.41669,69942.07781,84638.09411,226499.7761,246089.0816,191990.0604,114289.5207,121584.6491,70530.38069,77318.83592,178152.3734,83712.31823
4-Methoxycinnamaldehyde,2519082.794,1517860.754,999720.7201,1736944.27,1483221.515,1350235.983,205140.9883,277116.7156,167423.6285,501731.6341,442114.2532,647722.2723,548011.3681,760097.916,348410.0897,1805035.506,1943924.994,2205531.504,286809.4418,157021.7049,52817.09949,1881948.697,2021758.995,1868974.119,506977.174,987542.5653,717345.3018,778898.1359,790199.185,473810.6083
4-Methylene-L-glutamate,304884.4329,47975.07068,6134.731122,58713.98189,31633.75808,30241.44073,8122.279467,4342.480987,4321.373763,13566.16716,10913.55087,12526.26895,13598.22404,7672.832136,21028.84156,256649.7976,649907.9932,117189.6601,5866.352033,9144.373818,3159.967424,641639.6711,726028.3124,994469.8963,12680.88145,9340.435953,29285.70864,10025.2781,10285.22997,7958.197413
4-Piperidinecarboxamide,5260567.053,4428072.032,3363919.884,2331742.381,2373548.008,164427.2851,943017.2436,541981.2306,271624.2758,853628.2995,1128087.789,1359507.029,2534151.295,1711181.276,1329215.761,6281115.506,6458740.692,4770947.951,304788.5604,402760.9055,478516.1602,4806467.525,5365130.097,4020109.896,772605.7088,1951706.088,1187717.237,599463.4119,1878097.101,1365026.381
4-Trimethylammoniobutanal,191225.6808,11168.40697,9130.464397,147123.952,398099.6967,102716.6384,2992.135467,1582.684526,1133.774126,2799.508421,7013.046235,23159.6956,589.340745,779.7014266,1968.941191,58033.53721,83055.69825,27152.57539,563.6557873,258.5647704,337.5412031,51717.91484,61040.79675,6412.544364,631.2997086,11140.55421,1392.40402,1025.912971,3288.2041,3771.436494
5-(2-Hydroxyethyl)-4-methylthiazole,58192.72711,68918.21796,17353.62376,49046.99122,32948.32999,28780.48007,17966.447,6729.384488,5197.111957,23488.20358,14954.15522,13221.44521,43436.5268,15436.19589,21261.14814,329797.5121,250209.9384,80086.73364,2500.76497,2784.851052,2048.881792,19613.44659,105235.297,40301.63099,3489.129757,4505.725455,2683.080499,9121.83655,13811.08817,32616.60921
5-Amino-4-imidazolecarboxylate,5035.766666,6203.059663,1296.456134,19662.66489,11314.35968,6355.128091,7354.014208,4836.593555,1081.59888,5590.217484,3341.035763,13694.84618,4759.388007,7751.518029,18288.61301,24163.22688,7893.612577,719.137179,9823.719685,1447.885471,763.7243067,5108.805805,69438.48984,19329.72624,1829.168249,1284.397342,561.8013904,5029.675933,5680.597193,4079.825309
5-Aminolevulinic acid,950737.8282,471953.6845,628745.2833,349901.548,268963.2063,82929.15673,199143.7411,169327.409,54409.82481,196121.0309,251946.7922,54199.10249,107794.9548,209459.2618,75947.90378,1453446.755,1382491.071,40135.4167,80035.49793,145425.8331,122605.7929,136086.7697,1765528.57,1742853.783,193132.3214,53241.58928,157797.7568,203251.2302,200928.0139,157036.4387
5'-Deoxyadenosine,50940.46229,31768.8518,35994.13862,18285.67795,24028.48934,1028711.426,23947.4422,11026.76382,14701.7725,101474.4855,173427.2094,52241.59581,18260.13047,44086.50491,185418.488,29793.75864,79481.79614,69690.68378,61740.4723,40655.271,15050.16934,103121.5007,109086.9634,22920.9038,9510.105453,15559.94579,21148.50047,68812.8237,27304.29546,21469.54554
5-Methylthio-D-ribose,52788.00857,2326.317728,9341.934978,319.4116062,469.0205684,1395.665658,9253.307119,8371.741528,39801.77259,4152.792758,6165.808131,5586.609724,497.8537714,946.7065319,9471.175849,58497.8747,87605.50244,311519.3166,5515.196868,2979.493402,6289.692186,214085.9214,86358.7409,401919.0329,6370.941067,881.8893908,2835.217112,1474.648388,3441.583903,1739.778421
5'-S-Methyl-5'-thioadenosine,43677.3094,100459.724,82150.20334,3077.968742,3192.069653,4476524.902,49913.57724,30368.86073,8536.630518,3510.436624,19486.28053,4564.113913,6775.907442,223006.1574,8143.237742,56019.70138,10788.69758,114550.7195,168473.6408,119612.1611,335152.9428,21902.55531,32246.60727,79960.33951,118543.7171,12858.36614,44275.90166,84607.73621,104949.8324,3966.091679
5-Valerolactone,4804126.561,1910772.151,2117561.447,1171435.905,1271412.098,2159058.929,358711.9536,644510.3255,242000.7902,545834.1387,456218.523,643853.7414,1841878.898,1278895.429,223957.6343,3187254.301,1536602.87,4685751.632,32017.64598,425389.242,243094.1376,3110783.306,3103124.295,3422336.074,732732.5731,1389212.601,1559495.258,607712.8065,908955.5937,657049.8106
6-Acetamido-3-aminohexanoate,34876.96418,33190.80471,34522.54363,5375.521025,1727.665455,9802.10128,20658.67524,860.0896793,1647.315509,14814.95357,16666.8227,10785.66579,2742.381821,15506.12485,96666.08641,424898.1477,80691.59271,300502.8474,33479.51677,7350.284351,2690.386741,541311.9253,392879.3725,564866.1162,61664.366,69544.83209,34999.29763,26928.23073,40985.18753,47634.47047
6-Hydroxypseudooxynicotine,84463.5123,61590.50576,23112.96584,9710.600498,8599.484135,17749.82358,2580.12337,2556.302089,1956.28486,7705.846103,16926.66364,15539.14995,1427.274677,3195.721873,9951.416403,165265.0172,64342.52038,70196.53459,50909.12043,24377.33983,35420.36639,180772.2659,186910.651,149293.9981,35005.32294,29605.10911,33607.66761,9998.755536,67746.58602,17246.30941
6-Hydroxytryprostatin B,10611.52819,12553.17712,86477.63319,13603.96124,6065.992225,5839.686675,1871.831271,1870.764209,2318.318156,1715.120266,2017.35879,2861.457045,2094.090538,1922.019597,1565.143451,36706.11442,4240.564035,119491.5668,1333.928603,1564.687501,3223.991795,4040.970686,14260.00322,7382.919691,2089.417353,3298.687626,1993.460241,2080.084857,191207.287,4434.581177
8-Amino-7-oxononanoate,549795.538,161369.299,77311.39381,45190.57,77022.84676,53123.33856,35368.94841,28120.23158,39855.2049,60355.30273,47270.67508,42169.13066,61914.43849,86587.46726,37655.01762,8934747.243,179608.0137,8477384.057,39784.9416,34781.09791,22164.10368,203203.2446,92553.16583,91725.87663,38635.43146,2105555.311,47323.12272,61213.4589,3768004.42,4821163.135
8'-apo-beta-Carotenol,148964.7575,186520.9788,84584.44096,98207.11735,104100.5238,184540.2907,11144.6957,7217.698219,16651.09348,18178.70239,15502.75961,11877.26053,9474.592987,10202.22811,6681.718369,20585.93069,19090.18006,19751.80001,5329.212461,5816.850224,9003.343078,17472.26869,18670.95386,21426.42756,8425.593488,9932.212613,8706.465116,10561.04265,17912.077,11363.87399
8'-Hydroxyabscisate,882624.998,2321531.361,489668.9512,423987.8017,656321.328,359356.2613,177918.0477,239918.527,137161.6706,355784.5683,167642.9101,393730.281,524755.8726,446920.0251,354862.4835,1699532.224,1757866.148,676067.3655,43624.59737,75966.1381,111087.5952,1944355.971,1416510.755,912674.9271,287878.3247,501617.9295,207286.7843,483687.464,1017414.778,901164.9894
9'-cis-Neoxanthin,165250.7192,5539716.403,1214121.153,11183.39947,18448.00125,39825.57721,5743.526745,5746.428409,5610.547014,6731.166999,7359.123366,4890.798499,7040.175469,5741.58263,6099.095817,11096.76453,10737.10676,12554.91158,6419.18711,4723.551397,3710.8393,13411.91141,11596.79242,9663.200945,9624.469071,6863.08914,5137.399858,8459.602735,12021.09829,5076.794184
9-Oxononanoicacid,155368.426,144034.5181,86855.21825,58644.99389,44402.28139,41397.09325,27338.11987,20257.35131,11924.74954,35037.63873,19094.81863,31199.25458,31627.301,26225.99934,16827.59027,178550.6312,187841.6869,167989.2807,3108.439442,4009.782057,5812.794166,109156.776,132714.5468,83474.82262,19976.96126,35163.00523,34180.03786,27214.92532,4755.205621,36524.72573
Adenine,90573.83579,33368.71258,23381.78531,23080.77481,12782.46201,10178.21275,3029.036411,5239.699255,1323.967311,1652.531992,2114.390126,2465.339568,8971.810983,1291.837146,849.9020832,117673.9715,62021.01264,29069.96998,2669.571733,1602.492762,3142.398666,277708.874,128560.5229,293258.8166,6163.449789,22040.52874,20075.43229,1392.642988,14634.51705,22237.91488
Adenosine,291180.5544,982222.329,505876.8514,28206.0953,54272.10608,107516.2683,6503.960562,5220.115831,8252.669497,15811.39128,18637.97586,9285.913607,74170.22478,230438.7521,12749.62752,429945.3145,28662.02418,162227.1339,6191.241694,5308.277285,6045.681773,59389.31571,80113.21765,54693.09098,58913.21857,212523.6928,215406.5197,16279.94109,11294.55992,17113.28791
Adonixanthin/4-Ketozeaxanthin,10519.21705,68128.30988,8999.604757,10705.53432,30627.07303,39468.37604,19033.37715,6416.677659,10876.18889,20372.69815,51310.38764,12547.59021,7442.569108,19308.72523,50143.81991,20221.96462,16672.84985,20967.52864,88727.63324,110226.6714,89264.81046,83894.4595,19291.37549,34167.17642,80302.67642,8908.969913,6949.505441,51018.69959,328696.1157,21752.40883
