#NAME,CDd1,CDd2,CDd3,GIDd1,GIDd2,GIDd3,CPa1,CPa2,CPa3,GIPa1,GIPa2,GIPa3,DPa1,DPa2,DPa3,PPa1,PPa2,PPa3,CSp1,CSp2,CSp3,GISp1,GISp2,GISp3,DSp1,DSp2,DSp3,PSp1,PSp2,PSp3
Methylimidazoleaceticacid,342385.1321,27447.42467,21595.01348,12823.54712,20924.1925,7609.426149,7509.954387,7574.387152,5251.063792,18110.26748,7218.639334,15400.61966,3593.529184,5649.350089,14957.72489,580278.0248,478098.7282,496556.075,14399.91727,4965.663572,4327.762054,828374.1226,782516.2018,566837.9576,4980.543055,18963.02621,9497.986727,6304.910883,12373.3894,9269.89527
N(alpha)-Benzyloxycarbonyl-L-leucine,97488.75531,74944.19137,75797.20414,46423.39887,59298.88523,81145.02605,28941.81191,6588.469523,11686.01525,21968.15615,20273.39651,16000.78847,39189.73869,13602.4429,41855.36513,111166.0787,105416.457,58710.18454,4705.951495,23526.7695,20668.17903,95453.30946,14486.85395,18101.86866,39286.3782,71829.33381,28024.61426,33851.82622,233022.7354,204594.9382
N-(Tetradecanoyl)-sphing-4-enine,199247.7542,53657.19113,54265.08034,94480.35031,64084.7541,58159.69609,80616.55244,74207.09478,33181.21513,53268.02616,68889.45571,95102.07852,93255.22808,75552.56663,88584.14811,548054.5818,469775.3395,233516.0824,54203.83413,80251.32971,56907.9315,350475.6519,478420.4216,448668.7047,80291.78064,119830.8347,142170.333,70569.13384,89590.3325,74922.6621
"N,N-Dihydroxy-L-valine",73012.43058,38749.42163,9864.00414,11910.39619,19338.31216,10771.91808,6596.499901,12178.87176,6846.926671,19498.76422,11236.71674,21833.85265,16230.46878,6399.827543,6844.528379,110801.3551,100446.2731,52533.03609,7898.180997,11801.6849,5617.227165,159191.6921,135907.803,124738.0726,4807.336823,9542.227803,7140.178158,10219.37108,26104.50112,27698.03683
"N,N-Dimethylglycine",4082790.801,3991148.159,91233.66197,212644.7457,80582.2731,2459839.36,79812.10792,259963.4357,318669.9703,105322.2824,305090.1559,301214.7299,77102.8164,2486350.871,88761.64689,5863152.983,4626569.26,4267269.567,533300.3087,395078.4554,363194.3904,3882922.231,4370829.316,61044.72976,265146.7107,2474336.226,83847.26726,208177.6275,5041803.086,61945.07228
N_N-Dimethylsphing-4-enine,1064441.511,265833.2162,258726.1735,212150.0504,653592.816,254438.7921,262398.5922,277154.8079,159464.6352,470948.6217,545369.8883,296906.8545,402925.5761,552482.1251,193738.6976,1448858.183,1529589.212,1300612.349,200346.6814,308321.3437,164761.2814,1212177.905,1105031.633,1137737.897,515611.7248,413309.2137,490836.4212,493236.8021,449367.6932,96889.44965
N1-Acetylspermidine,3984.501741,3662.392533,280.1689271,5401.033044,443.2366918,473.2324075,1001.511093,886.1733351,37.21783299,308.6616861,140.9903551,3303.411869,93.94083362,2383.715717,2305.835693,4401.530465,6902.397251,936.9197622,775.8093095,147.2929108,450.9722915,5099.342319,30940.86929,34562.08193,1179.006796,810.3405463,564.9424581,460.3478293,1190.312712,297.246809
N6-(delta2-Isopentenyl)-adenine,373441.9386,370056.3683,247892.4177,83388.1748,95336.44944,60487.40608,158761.7482,61807.10819,230552.5099,91467.9861,99443.42126,60485.91202,59537.95857,149765.1477,42423.24274,557354.733,467116.6976,509554.4844,78538.60365,62868.43151,68535.97194,114757.7005,170468.8166,45358.09058,49237.8783,217495.0453,138710.2097,90072.92713,30136.40201,80017.17244
N-Acetylglutamine,53507.33262,32088.21591,20909.6225,15038.3309,22535.53881,301.0947998,7051.726654,12198.24455,2247.500192,2644.379454,1041.934,5739.416231,4466.032273,2825.194749,1777.774672,60271.01274,60690.25011,59250.82442,6639.243843,2132.738627,7315.638844,376551.3376,135604.733,309709.7057,14348.7754,10049.0524,14483.65694,5508.390854,4735.878271,4097.719032
N-Acetyl-L-glutamate5-semialdehyde,607707.2073,24643.9463,26520.43075,14555.68612,12363.03768,212758.07,15446.79291,10740.26097,9050.163911,34694.25925,21985.01087,22870.97863,30120.82443,21222.91763,188544.1523,1078990.104,54755.08733,19880.76112,151657.5921,9578.23048,12812.66354,26654.85578,1239026.086,1174440.138,21415.65275,13366.75281,16575.04519,11623.79902,16873.93396,16768.04509
Nalpha_Nalpha-Dimethyl-L-histidine,50473.48108,28932.29687,35664.17329,18118.04955,23808.21546,11009.87686,22499.3254,9695.810713,14094.37184,17289.62521,18783.71427,15659.53451,18092.73627,22310.03637,13363.96474,21655.69779,78753.17093,2955420.252,5327.906833,12522.39353,13794.97619,93753.70865,108086.9418,22403.12778,9422.924451,14196.79336,11631.12806,12895.63534,46079.82812,19449.55542
Napropamide,1392523.34,1283506.911,1254273.745,1565389.296,1937550.342,1153013.199,367035.1213,506912.0617,246084.2616,472378.7436,424151.0038,644392.0716,1637913.667,1037653.746,502394.9528,1539559.634,1571760.906,2388299.746,217518.8974,674895.7458,175044.5885,1383053.809,1598513.039,2048854.553,722517.4157,1426444.87,1133484.541,1244152.432,426189.5323,1050093.128
N-Butyryl-L-homoserinelactone,1256792.88,47959.4366,48126.66302,724490.5246,32987.79859,10346.74595,7694.771244,14994.10202,3171.94788,41393.46214,4752.697552,5906.436324,6371.787935,2907.409433,1829.508869,3035515.617,1842707.099,3053497.731,13323.1435,3458.641349,7528.527861,1083849.484,851451.6444,1146655.645,71170.33633,592738.7129,183175.7182,34772.53351,102389.6128,5045.949425
N-Dimethylethanolamine,40641.17155,330053.0034,212528.5763,238888.8989,278884.7023,247814.8217,61792.04561,110984.1611,128660.1357,293397.5906,171291.3244,70234.75644,245140.3181,70454.70243,203256.5482,30024.54374,372314.6967,349472.0489,118205.1456,103969.6671,111584.3596,244813.3013,276755.8152,1433712.596,72057.45044,140299.3862,88813.50009,146008.8965,59693.48644,155598.2094
Neamine,92442.86318,135913.5373,130093.4393,73419.70105,85223.8815,49974.59089,61341.34345,33492.69761,35885.74227,67614.23853,94251.9115,91269.62462,25943.67336,37104.37035,15325.06709,163619.0494,113253.2121,317652.5191,5870.192646,14006.48931,12926.17578,46260.85893,35988.67576,48366.27333,6188.675931,21004.03301,8785.279812,9332.206926,46540.89932,18167.36885
N-Hydroxy-L-isoleucine,137336.4347,53654.70314,21598.30957,24173.10694,26928.41681,74134.82768,17401.3,20825.57963,12196.92836,28694.45586,11277.33294,28317.3888,13712.34995,18856.65127,34538.72105,150394.7081,179711.4064,171236.0956,64170.92013,16586.27133,48239.42521,351023.8896,355502.5353,275016.2256,43518.33063,41626.42946,21071.46092,23794.79502,57660.82377,19498.18172
N-Hydroxy-L-valine,182021.6197,21355.05101,75590.60624,87864.94276,27360.18934,7026808.633,7670.673376,5729.336331,3015.734326,29044.44588,21588.02392,14249.90859,12476.67086,14294.54445,10029.53763,104818.424,83536.15411,155885.4723,15213.20721,6260.502482,1889.013178,377725.3203,120079.6539,119247.3045,41144.61363,17498.45056,6934.518874,43474.42444,30981.40506,16357.68254
Nicotinamide,90893.12896,12740.47339,19304.48487,6028.644635,1413.653021,4133.659378,5902.011695,5690.80672,1295.926452,5359.989749,4492.051616,4080.015592,1872.796187,1392.95557,1373.865514,81909.89878,99333.52203,53008.64474,3196.821528,4297.316907,1328.31816,250046.6892,118477.6512,139609.5966,2709.605055,4584.228314,10342.17571,2258.283624,2767.204912,2223.960611
Norajmaline,875858.9555,6739536.551,2479896.841,399986.2514,314322.6624,3116317.877,879952.7192,1164155.328,490984.5881,700671.2725,1141564.465,306307.0119,387022.2109,1442533.555,853078.5322,2282799.256,4921284.741,1712663.103,194504.4942,1060792.864,903990.7846,8859631.306,6864668.418,4494674.295,1253675.204,3383830.741,2732576.109,673590.0804,3313348.905,324554.0769
N-Palmitoyl-D-erythro-sphingosine,113695.1743,85572.4222,59393.81911,84446.38709,61185.68647,63256.10613,62200.80246,41198.49139,61520.50601,46139.40921,67229.19527,31949.48736,52229.29077,46179.48158,44910.35738,258833.578,208314.5152,164712.2286,59969.09082,45074.90803,52022.64186,315120.1675,220753.7884,308989.0677,52028.65734,67451.6864,73786.68661,65953.57905,55679.54238,47189.19184
O-Propanoylcarnitine,371344.5221,14699.2289,5860.742024,416154.9587,393194.0183,671892.0784,8188.757972,5078.860089,4162.074554,5134.791252,49618.77256,137037.6073,1632.759121,3217.522203,4870.958021,30054295.27,16778169.14,201497.979,10007.54258,17951.49438,6214.622684,310732.604,587504.5148,352019.5935,19974.88132,243394.1111,92000.52655,3178.852358,20284.76006,272058.6044
Oxepanone,1829070.603,1371438.381,1106807.212,860271.0949,911527.6288,992244.5973,521271.9984,367466.0509,170146.0492,73339.51273,786151.9636,143269.0099,542081.7102,635106.4329,294187.8049,1303900.546,1214010.744,1153119.41,150465.7924,431592.43,89928.49068,335800.0872,1429768.415,1413521.192,354177.6094,627245.5338,136317.0442,477853.8591,726125.9728,545085.8833
Palmitoyl ethanolamide,242936.4114,350306.585,335488.2907,179665.6873,188435.5388,653434.2043,155657.9324,170076.9586,80868.61544,152488.7747,262927.6353,147945.3405,246310.3968,199073.9989,132534.0084,334020.7933,225518.9472,362021.7198,477544.3738,120585.6491,342385.0433,1194990.099,2041041.009,242803.28,118198.9655,271220.5485,549033.1345,117983.2723,214404.6479,94592.24401
Pantothenicacid(VitaminB5),505460.5966,151491.1552,82018.85679,27725.10533,22824.04147,8492.161841,7142.003701,12354.40793,3544.806897,6735.780048,6613.630945,6141.670457,11339.231,2861.36323,2797.923735,432292.8207,545476.0742,1381186.473,9362.204627,10217.15273,10883.29854,1255185.211,621186.4853,1372460.334,14532.47014,24003.65708,18168.20371,14418.3416,27520.22383,11039.34371
p-Cymene,4005840.961,2488883.401,940287.2437,447437.9124,588308.7163,546718.1969,13180.39379,87228.53709,18274.66607,18962.39046,58935.03466,16948.68469,52829.34952,21476.07657,54618.16197,237370.4331,219563.6708,221169.4167,20313.23714,22725.42243,22926.45693,196346.3295,34898.1627,248313.7812,18421.46187,92303.85658,58655.1073,68947.46636,76754.39116,21877.84567
Penicillic-Acid,2268169.65,2048741.537,1476961.855,692500.3512,872406.7767,27129.23535,424995.6474,283440.7022,45849.62841,390760.6938,401835.7254,299011.4741,718189.4049,492268.0348,534529.4956,2455204.63,3346326.157,1902909.652,32497.92586,176113.1663,132469.3505,2473940.782,2481894.588,2552465.802,118613.0402,765589.0813,425179.8389,371519.0348,300918.9325,635343.0952
Phenylacetaldehyde,55026.04322,56330.34827,32745.38703,20566.97487,32215.05951,10805.25139,9504.856289,3955.270732,14666.31183,128416.3478,3771.750827,21809.79486,186244.8792,231805.5421,273265.1076,1799344.386,1232050.672,2931900.479,4796.852535,3222.083639,1243.944063,50585.25781,51502.81336,43331.90057,20773.56224,64909.27711,35543.78616,15030.7366,19417.41633,111504.8982
Phenylethanolamine,238926.7546,28068.3611,21507.10481,58282.48568,8206.663512,40489.29333,253023.0098,598461.3187,136264.0923,617876.4483,580899.0385,1821969.704,17057.08538,1349191.034,45839.5921,604353.9759,719707.0555,1808480.143,55557.23033,203520.9304,159580.933,3867862.272,655336.815,10787671.55,27669.69292,1115868.197,12425.86706,39572.78414,45470.00272,45527.26426
Phosphinothricin,78215.08795,12024.37754,9655.988883,1745.221885,2961.211357,24182.49793,4729.842511,9873.246867,2699.915152,12124.79203,12594.14412,2577.931234,313.4144176,198.7421857,700.146991,100549.1085,37402.61138,23340.21997,27373.89393,12964.58297,8402.725137,39428.47384,22464.51587,10760.18798,10511.36186,1579.252247,1870.875428,1616.805077,3442.394248,8351.725647
Piperidine,6820985.337,4249015.518,3433081.694,4427640.13,3911612.783,3750787.288,1459673.519,3142825.037,2192692.759,1694970.304,1576933.179,1921392.241,3718595.768,2741216.86,1329749.973,10814909.12,12219014.88,7949421.887,658492.1939,770558.7224,360607.9803,11290502.53,10410066.24,10447922.62,1649370.674,3866386.794,3729950.951,3805695.28,2835031.144,4901820.992
Pteridine,407469.2923,86889.43301,15355.52256,3534.809437,841.7250386,1745.944588,7391.079132,6733.545769,742.137396,1641.131824,2780.644434,4821.607255,295.0965211,687.10964,450.6001837,798006.6289,1402038.581,934702.6141,6559.590048,5566.962224,9570.10274,1337643.688,743119.885,1911011.228,11190.14073,5675.351732,4148.666148,1859.764578,5976.811149,4369.345351
Purpurin,2108.765936,2035.535296,1553.225301,1387.579555,1234.827138,1309.917839,618.14387,1370.868386,1068.160332,1208.145014,1409.275507,1046.162633,1252.455192,1365.898967,589.601206,2606.2646,4278.806194,3013.43283,860.5162218,972.0143603,889.0197447,2850.527552,3049.027459,1958.136229,640.5196031,1306.849263,1258.252227,1131.028752,1224.075011,1135.70305
Pyrethrini,120082.2467,112962.6267,56946.14885,52465.72326,97496.6133,496613.2088,8605.091456,8897.095709,5565.757962,12560.87765,7986.666305,9916.054821,9548.714252,8569.477043,5910.674708,19829.42888,23661.04424,17882.19398,3814.309705,8649.548154,6414.477578,24872.61052,18552.59235,16450.57529,10026.57601,15419.58786,10705.13991,10592.66989,14162.13322,10526.58981
Pyridoxal,1101412.035,784156.3766,684700.9809,407956.3188,570615.8691,63787.17583,91770.39005,67190.57197,19405.75584,122189.6481,203199.9738,146001.4206,286027.1091,107107.572,197786.4957,970219.4076,1390395.24,654416.2697,27339.41918,60332.53831,19789.84669,958031.4724,998645.3122,134611.7258,242741.9478,328399.456,263020.5954,161911.1245,106440.5533,83971.29647
Rishitin,1162825.902,1319949.164,798720.7582,458430.7135,562913.4277,354119.3169,236356.5448,269675.8223,227204.5573,489531.171,480216.0118,539348.2502,368100.6426,295657.1864,217766.3227,547619.3763,1106154.135,1153096.077,101749.1939,214904.7193,84870.66351,892841.8447,1082866.834,1064723.787,204924.0884,732563.1493,357923.4118,465618.9262,986586.2572,503451.3819
S_S-Dimethyl-beta-propiothetin,34574.90095,64127.39737,26966.74014,415517.388,631984.3891,33290.1452,14296.27104,7256.201191,10045.89064,38149.46963,75100.8519,45049.75304,10613.12152,16595.7597,15015.78217,6182637.488,7107849.527,237161.5606,8805.058214,8471.942328,14221.70349,3830817.728,7551752.508,10531168.41,112490.6314,581130.838,692253.4929,21214.41797,42804.23117,8213.354219
Sebacicacid,1657664.915,2160730.026,214068.8385,322891.4031,99932.84054,536086.0707,353075.6108,150444.488,53617.45738,376087.7917,148268.0101,117699.5736,156788.0413,106617.9207,185672.6519,1660767.918,229621.6231,445311.4297,44160.92664,120566.5422,64004.03532,242736.2138,1340003.414,1823861.024,195519.5692,261133.5366,168898.6406,128277.1068,357679.667,136078.2971
S-Methyl-1-thio-D-glycerate,49477.417,25347.1616,13994.49844,7037.655365,4817.969505,983.0874648,1754.605223,2084.640976,2078.229258,3528.759696,771.918119,2227.800193,3707.377646,706.4728583,1253.012119,51758.94945,55104.44095,141575.0182,6139.207844,2015.80997,4286.765471,54059.77226,60463.63616,35788.14272,6518.340581,5042.368164,11502.65635,5093.525278,4379.194637,2593.361902
Spermidine,183534.079,185487.3546,183259.5017,180687.1258,153979.2177,102530.3908,63385.37262,49157.37344,11277.72738,110569.9216,56939.9325,58784.03118,92688.31974,112685.8652,93316.56035,272417.2187,218397.886,216814.5811,25815.48341,3753.85117,2464.303071,386432.76,392262.5037,255540.8804,59366.90119,117268.8233,87999.37584,77936.15412,118236.505,82097.10676
Stearoyl ethanolamide,242750.075,81347.07042,83829.2569,228460.2724,185214.5219,486552.6774,143741.1132,245271.5462,69731.13954,201754.0303,200460.0188,189657.2793,165806.5436,162714.1153,193738.6976,223282.6835,296895.0551,281879.9266,136898.2276,135808.3187,141875.2657,628791.5914,663859.9848,861698.8697,123405.1919,301626.9373,160574.371,278024.2485,166607.7719,151896.1038
Strychnine,34568.41894,78666.23484,58491.90442,8845.678007,11591.62802,22858.8807,7244.346861,13109.39208,3118.995322,11055.18212,14046.29935,4287.656914,15725.43526,105879.8419,116020.8257,104774.083,57937.60879,78325.38015,11403.40922,9825.579541,12410.54411,201803.1733,200162.9836,78724.5348,123631.1278,190798.8425,127253.6099,61933.86004,6192.260794,20109.53199
Subericacid,295206.1388,120403.4988,42898.48136,42998.79057,39037.04854,11937.88029,98279.29902,16917.3249,16593.84328,89369.9065,27435.87511,50515.27123,21430.69,23759.42559,56519.57258,888558.6896,823403.1166,253765.6744,73317.41289,158726.2589,60069.51721,2594689.875,1613584.238,2963995.295,42717.27099,47232.98948,28095.42426,52360.21503,25962.12999,42973.7859
Sulcatone,55006.83328,181275.6039,66344.73998,20359.64405,15029.86485,17335.57202,26007.58381,6056.122071,3420.483825,8271.621059,18976.28862,9814.58532,12424.84687,11593.34439,4655.971408,74026.47747,19734.19884,113126.6403,5500.590736,6216.528794,5826.47835,75112.70956,60607.28125,87843.39116,8865.052926,8886.667607,5988.068496,8397.075139,8900.541683,27287.17562
Taxa-4(20)_11(12)-dien-5alpha-acetoxy-10beta-ol,249504.0335,1149991.663,717619.1806,49992.50935,77130.36662,40038.76945,12997.88125,10565.83388,10933.82589,10222.95146,11785.46535,12986.5697,8089.713102,7380.318101,3023.148723,18462.09038,14151.91387,17252.96281,5690.519092,6106.144271,6909.377941,15816.96767,17855.70103,16106.99307,8609.356028,10109.5855,7458.031061,28168.40866,14815.92632,19374.91986
tetrahomomethionine,130419.8049,30934.48639,14533.61025,1922.288317,1695.172764,2139.947493,1514.486895,2069.1224,1320.943635,2067.860701,1676.331241,2126.230685,1474.656319,4183.246621,2794.471483,40256.57538,11975.33079,21368.1955,1284.087591,1593.497512,2585.653181,16962.74031,24712.07217,13614.81278,4344.505546,2455.098843,1896.842586,9228.972828,9578.706705,6389.340152
Tropine,19662120.43,3912389.102,304213.4956,8690220.645,10932990.66,2361943.764,126249.8711,21303.63461,75117.33486,2122619.224,580960.3681,222351.0517,2039039.889,1082863.49,1603792.762,51563031.95,66503531.11,9926892.248,230158.265,73711.86165,51202.06773,86333039.15,89259742.53,108673964.5,3027073.635,4846466.65,930202.099,793328.0848,1153027.593,450547.0151
Tropinone,510299.4171,212446.3808,49920.3283,454238.0254,623315.4527,195126.2244,40203.54375,23395.9621,4205.650386,17896.82944,9230.698286,86280.82564,196322.3809,81154.84476,237523.9403,2120588.286,1792732.971,342466.4822,15892.55072,18249.47458,13088.92436,545981.8566,1180773.168,712304.8762,49668.31306,367279.7978,249171.2604,47516.68644,158454.9578,42636.17872
Urea-1-carboxylate,1320355.456,5432710.812,2068946.423,982889.7119,1197062.168,5238980.614,374168.243,549934.8209,776511.2071,4257375.026,3458776.165,1782471.532,937270.4393,518998.2242,3359104.208,14311160.72,2564949.572,10375274,982789.7818,442066.5889,539837.8458,3445486.313,12887775.67,19700564.1,3763500.069,1090978.023,611269.7309,1525219.921,1401137.452,549531.5509
Valylproline,2573003.362,683518.5913,789600.5007,175943.9488,329961.9731,12700.55676,4166.898009,2496.306398,1213.730209,9736.551809,7480.066058,6336.789139,7558.59233,8748.587277,4867.009018,44147.40677,130785.7846,32038.69059,3296.985614,1400.182133,543.1319025,441684.9979,453928.5184,151910.2319,41078.27525,286487.6418,53664.10997,16542.24523,35659.2128,12401.69709
15-Decalonectrin,128880.3945,109361.7488,64935.22224,74513.93319,37575.72854,53173.37057,31038.01902,40192.75974,26296.89567,53365.89721,48870.323,60093.30428,80793.63056,69487.32594,43058.25969,100217.4496,141891.558,112848.5633,9123.550559,12832.80507,7721.95979,141551.5876,150044.2938,149997.779,31092.78312,83235.24686,55853.57516,66119.0591,95622.99244,67389.53075
1-Pyrroline-4-hydroxy-2-carboxylate,113348.7044,91909.09155,53191.92415,57989.83352,48760.02227,6302.07042,14938.21577,25840.48106,6529.373262,8118.400731,10427.47978,12158.24751,17891.99752,5984.827662,4885.934005,127676.729,117174.8308,369809.753,14534.59004,8831.962682,15497.28129,385671.3637,305258.1374,283492.3139,30396.11622,33396.55205,41110.58383,11668.84866,24438.65409,11205.36601
Indole-3-acetaldoxime,479454.5015,422636.7734,329341.9268,11531.38965,11959.04426,13925.04851,14213.15293,11891.77029,38007.41012,12220.34066,19198.74773,21858.38619,9179.607916,8298.804675,5839.63508,45596.6427,34083.799,298307.7614,7143.302561,6149.519855,10474.12878,36602.98397,35689.75185,34123.35818,8391.556495,11132.03101,8938.794677,48800.72172,18240.85482,17912.71852
Isotrichodermin,41207.8068,132904.3037,75315.2147,42066.84605,19939.3114,38074.44256,16669.92875,6680.170744,19459.8461,28915.98696,9935.747016,23148.36527,50849.93895,28255.01583,24538.20338,143488.7511,92230.60891,35954.33257,9153.280727,24672.72718,10905.60122,67593.38358,131751.5531,27418.25149,13987.85116,47490.91938,7761.290076,42509.35924,16110.0472,55041.9973
Octanoylglucuronide,18612.73134,14108.51061,9173.869515,8100.698451,6170.683014,11229.36012,8956.960353,6821.071955,3266.744022,4785.366871,5903.485103,6911.122294,5038.799594,8313.582294,6635.716024,52677.26271,23167.80844,1403197.572,2875.815903,5652.189168,4599.649604,30860.93687,23162.71014,27873.54611,5874.300853,8401.860297,5495.342897,7478.956472,16111.24036,43936.8572
Pyrimidine,1469936.62,1129160.29,792114.8533,609874.4109,872176.2682,231281.3832,54007.74075,171713.1237,65992.47065,501691.4884,210605.0162,307673.3686,289877.8096,206363.4515,106843.633,2121045.074,1760487.026,1702577.715,87931.32971,171221.5881,79609.03633,2042976.357,2042160.761,855550.5851,151046.9363,341512.6563,229861.7169,200147.6356,111679.7599,234105.6376
S-(2-Methylbutanoyl)-dihydrolipoamide,359205.0469,351812.9789,148450.2663,106118.8865,132800.2289,141244.893,44364.37197,46656.36257,85008.23747,89977.1089,113874.8286,86045.79059,80707.96965,111555.7488,19038.62119,454724.2213,651556.2573,523768.6814,11391.53211,33722.06898,16255.29157,615795.6095,484572.8251,458405.8173,30824.05043,130648.0147,79380.18728,74527.92349,25316.11085,40337.57445
