Domain,Phylum,Class,Order,Family,Genus,Species,#NAME,Sediment,,,Water,,,,Algae,,,,,,,,,
,,,,,,,,DSD,PSD,CSD,DW,GIW,PW,CW,CDd,CPa,CSp,DPa,DSp,GIDd,GIPa,GISp,PPa,PSp
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas,Sphingomonas sp. LH128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas,Sphingomonas sp. LK11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis flava,Sphingopyxis flava,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis,Sphingopyxis sp.,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis,Sphingopyxis sp. DHUNG17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis,Sphingopyxis sp. LPB0140,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus contaminans,Sphingorhabdus contaminans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingorhabdus soli,Sphingorhabdus soli,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified Sphingorhabdus,Sphingorhabdus sp. 109,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified Sphingorhabdus,Sphingorhabdus sp. Alg239-R122,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified Sphingorhabdus,Sphingorhabdus sp. EL138,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified Sphingorhabdus,Sphingorhabdus sp. GY_G,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified Sphingorhabdus,Sphingorhabdus sp. SMR4y,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unclassified Sphingorhabdus,Sphingorhabdus sp. YGSMI21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter salinus,Spiribacter salinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bacteria,Spirochaetes,unclassified Spirochaetes,Spirochaetae bacterium HGW-Spirochaetae-5,Spirochaetae bacterium HGW-Spirochaetae-6,Spirochaetae bacterium HGW-Spirochaetae-7,Spirochaetae bacterium HGW-Spirochaetae-8,Spirochaetae bacterium HGW-Spirochaetae-9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Spirochaetes,unclassified Spirochaetes,Spirochaetes bacterium,Spirochaetes bacterium,Spirochaetes bacterium,Spirochaetes bacterium,Spirochaetes bacterium,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongiivirga,Spongiivirga citrea,Spongiivirga citrea,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pleurocapsales,Dermocarpellaceae,Stanieria,Stanieria cyanosphaera,Stanieria cyanosphaera,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pleurocapsales,Dermocarpellaceae,Stanieria,unclassified Stanieria,Stanieria sp. NIES-3757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Stappia,Stappia indica,Stappia indica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Stappia,Stappia stellulata,Stappia stellulata,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,Stella humosa,Stella humosa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Steroidobacter,Steroidobacter agariperforans,Steroidobacter agariperforans,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Steroidobacter,Steroidobacter soli,Steroidobacter soli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces viridosporus,Streptomyces viridosporus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces,Streptomyces sp. B93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium,Subsaximicrobium wynnwilliamsii,Subsaximicrobium wynnwilliamsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter aestuariivivens,Sulfitobacter aestuariivivens,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter algicola,Sulfitobacter algicola,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter delicatus,Sulfitobacter delicatus,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter donghicola,Sulfitobacter donghicola,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter geojensis,Sulfitobacter geojensis,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter guttiformis,Sulfitobacter guttiformis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter indolifex,Sulfitobacter indolifex,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter maritimus,Sulfitobacter maritimus,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter mediterraneus,Sulfitobacter mediterraneus,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter noctilucicola,Sulfitobacter noctilucicola,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sabulilitoris,Sulfitobacter sabulilitoris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sediminilitoris,Sulfitobacter sediminilitoris,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. 20_GPM-1509m,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. CW3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. HGT1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. HI0023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. JK7-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. JL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. NAS-14.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. SK012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,unclassified Sulfitobacter,Sulfitobacter sp. SK025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum indicum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,Sunxiuqinia elliptica,Sunxiuqinia elliptica,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus lacustris,Synechococcus lacustris,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp.,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. A15-44,0,0,0,8,4,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. A15-62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. A18-40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. BMK-MC-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. BOUM118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. CB0101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. CB0205,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. CBW1004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. CC9311,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. CCY 9618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. HK01-R,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. KORDI-52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. LA31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. LTW-R,0,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. M16.1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. Minos11,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. MIT S9508,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. MU1617,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. MU1625,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. MU1642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. MU1643,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. MVIR-18-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. N19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. N26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. N32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. N5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. NOUM97013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. PCC 7335,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. PROS-U-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. RCC307,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. ROS8604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. RS9902,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. RS9907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. RS9915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. RS9916,0,0,0,114,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. SYN20,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. TAK9802,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. UW105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. UW106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. UW140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. UW179B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. UW69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. WH 7805,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. WH 8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. WH 8020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. WH 8109,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. XM-24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus,Synechococcus sp. YX04-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Szabonella,Szabonella alba,Szabonella alba,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Tabrizicola piscis,Tabrizicola piscis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,unclassified Tabrizicola,Tabrizicola sp. DJC,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,unclassified Tabrizicola,Tabrizicola sp. XJSP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,Tamlana sedimentorum,Tamlana sedimentorum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,unclassified Tamlana,Tamlana sp. 62-3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,unclassified Tamlana,Tamlana sp. PT2-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,Tateyamaria omphalii,Tateyamaria omphalii,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,Tateyamaria pelophila,Tateyamaria pelophila,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,unclassified Tateyamaria,Tateyamaria sp. Alg231-49,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,unclassified Tateyamaria,Tateyamaria sp. ANG-S1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,unclassified Tateyamaria,Tateyamaria sp. syn59,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Bacteria,Tenericutes,unclassified Tenericutes,,Tenericutes bacterium,Tenericutes bacterium,Tenericutes bacterium,Tenericutes bacterium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter franksiae,Teredinibacter franksiae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter haidensis,Teredinibacter haidensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter purpureus,Teredinibacter purpureus,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,Teredinibacter turnerae,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter waterburyi,Teredinibacter waterburyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera australiensis,Tetrasphaera australiensis,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
